#{"t_start": 1677066629.165128, "env_id": "AntBulletEnv-v0"}
r,l,t
456.190993,1000,8.905024
490.525704,1000,14.344752
480.738383,1000,19.746837
442.535694,1000,24.843856
558.667315,1000,30.132757
496.422001,1000,35.265916
476.442098,1000,40.705156
533.048224,1000,45.980127
543.728162,1000,51.28992
