Epoch	EpRet	EpRealRet	TestEpRet	AverageQ1	StdQ1	MaxQ1	MinQ1	Q2	TestSuccess	TotalEnvInteracts	TotalTime
0	-539.51416	-539.51416	-681.5269	-48.01757	7.3601737	-0.12869555	-148.98921	-48.04974	0.0	196991	94.81842088699341
1	-619.9943	-619.9943	-577.90076	-49.614628	2.757715	7.888286	-54.99051	-49.614613	0.0	397991	178.58389472961426
2	-529.4139	-529.4139	-588.30853	-49.57277	3.296808	6.079134	-78.69241	-49.57293	0.0	598991	252.1075577735901
3	-553.1926	-553.1926	-672.1971	-49.747826	2.2823997	3.886159	-56.711937	-49.748005	0.0	799981	330.2914762496948
4	-691.55585	-691.55585	-691.332	-49.81158	1.5707315	-2.104153	-57.926285	-49.811672	0.0	1000991	403.54279017448425
5	-639.8402	-639.8402	-400.39017	-49.86776	0.9432056	-28.805832	-55.75574	-49.867924	0.0	1201989	477.87345790863037
6	-594.6577	-594.6577	-463.96933	-49.868034	0.891561	-30.655252	-58.58659	-49.867966	0.0	1402989	550.2489097118378
7	-568.6751	-568.6751	-614.8488	-49.86318	0.8904537	-29.464464	-59.394615	-49.86313	0.0	1603982	619.782958984375
8	-500.30466	-500.30466	-474.0981	-49.86337	0.9262129	-26.768393	-55.475666	-49.863457	0.0	1804991	689.8007206916809
9	-492.70242	-492.70242	-451.72577	-49.859856	0.9668837	-25.987766	-56.965073	-49.85983	0.0	2005991	760.4403390884399
10	-660.3808	-660.3808	-580.9849	-49.858147	0.9910643	-26.586807	-60.52608	-49.858234	0.0	2206989	829.5606045722961
11	-592.2173	-592.2173	-501.928	-49.86486	0.9620869	-24.24805	-59.12855	-49.86473	0.0	2407991	891.9309222698212
12	-603.896	-603.896	-537.4561	-49.866478	0.93275434	-27.396994	-54.100872	-49.86666	0.0	2608988	952.5834760665894
13	-545.606	-545.606	-299.46432	-49.873432	0.8919496	-26.462309	-55.088184	-49.8735	0.0	2809991	1013.5946917533875
14	-453.05243	-453.05243	-359.74268	-49.86732	0.8752425	-26.680992	-57.19942	-49.8672	0.0	3010991	1073.92879986763
15	-528.6907	-528.6907	-468.14835	-49.863453	0.88400716	-25.248981	-58.81248	-49.86358	0.0	3211991	1134.1328666210175
16	-489.23358	-489.23358	-545.5892	-49.866924	0.8794408	-21.629673	-57.902744	-49.86697	0.0	3412986	1194.413533449173
17	-479.59525	-479.59525	-329.79434	-49.86589	0.8875648	-18.590702	-56.055508	-49.86585	0.0	3613985	1254.5083384513855
18	-398.08133	-398.08133	-461.85226	-49.864746	0.9131469	-16.785595	-65.24641	-49.864857	0.0	3814991	1315.5080742835999
19	-437.28528	-437.28528	-302.89185	-49.86114	0.9475596	-13.198839	-56.02766	-49.861122	0.0	4015983	1375.0360009670258
20	-468.6775	-468.6775	-380.75995	-49.851963	0.9975976	-7.7099934	-58.061047	-49.85208	0.0	4216984	1435.3161520957947
21	-384.9201	-384.9201	-240.32497	-49.853554	1.0225629	-4.213799	-63.0762	-49.853626	0.0	4417991	1494.8702838420868
22	-373.06723	-373.06723	-269.27618	-49.85819	0.9588172	0.29853898	-61.695198	-49.858128	0.0	4618981	1553.8867053985596
23	-360.8062	-360.8062	-219.20998	-49.855705	1.0025842	0.2231496	-57.149002	-49.85578	0.0	4819987	1612.3383152484894
24	-456.50375	-456.50375	-198.5982	-49.857765	0.9645982	-2.8681383	-57.288433	-49.857716	0.0	5020991	1672.4540519714355
25	-429.39862	-429.39862	-331.09528	-49.85911	0.9460593	-4.3519435	-55.124027	-49.8591	0.0	5221981	1732.8546562194824
26	-444.55966	-444.55966	-316.74002	-49.85561	0.9358498	-3.414996	-57.749725	-49.8556	0.0	5422991	1795.350984096527
27	-402.33423	-402.33423	-206.88887	-49.84963	0.9468986	-5.0986776	-54.58698	-49.849483	0.0	5623981	1854.8937668800354
28	-412.095	-412.095	-216.1892	-49.848526	0.912817	-7.026009	-55.28418	-49.848392	0.0	5824989	1914.3055264949799
29	-387.91547	-387.91547	-83.38232	-49.846134	0.9412742	5.7221427	-58.103123	-49.84612	0.0	6025991	1972.9928171634674
30	-325.8439	-325.8439	-90.17567	-49.843082	0.9272425	-7.906371	-53.597855	-49.84296	0.0	6226981	2031.677653312683
31	-377.1872	-377.1872	-204.27148	-49.829838	0.94555396	-7.0426073	-53.1464	-49.829716	0.0	6427986	2090.5190172195435
32	-429.36667	-429.36667	-223.55247	-49.823338	0.9457242	-8.139212	-56.227776	-49.82328	0.0	6628984	2149.547897338867
33	-377.61047	-377.61047	-197.93524	-49.82192	0.93793374	-15.036724	-53.952663	-49.821938	0.0	6829991	2208.327704668045
34	-417.68796	-417.68796	-180.6506	-49.812023	0.952645	-12.925468	-54.530914	-49.811874	0.0	7030981	2267.1242809295654
35	-304.47717	-304.47717	-8.184596	-49.80552	0.98003185	-8.420035	-54.026436	-49.805534	0.0	7231991	2326.0628304481506
36	-345.93182	-345.93182	-260.4147	-49.790684	1.0494813	-4.148874	-54.030483	-49.790653	0.0	7432988	2384.852613210678
37	-334.58054	-334.58054	-107.5537	-49.788113	1.0635732	-2.0703754	-53.401352	-49.78824	0.0	7633982	2443.851170539856
38	-327.3522	-327.3522	-183.48737	-49.78009	1.067421	-6.831949	-54.50454	-49.780064	0.0	7834982	2503.5213027000427
39	-391.43277	-391.43277	-164.3996	-49.76656	1.1308602	-6.4967084	-53.606667	-49.76654	0.2	8035990	2562.818728208542
40	-402.8323	-402.8323	-55.613026	-49.759003	1.1724168	-0.33306322	-53.243587	-49.75888	0.1	8236991	2621.4668884277344
